,tconst,primaryTitle,originalTitle,startYear,genres,averageRating,numVotes
49547,tt0050432,TheGiantClaw,The Giant Claw,1957,"Fantasy,Horror,Sci-Fi",6.5,396.0
51883,tt0052846,TheGiantGilaMonster,The Giant Gila Monster,1959,"Horror,Sci-Fi,Thriller",5.6,43.0
71569,tt0073043,TheGiantSpiderInvasion,The Giant Spider Invasion,1975,"Horror,Sci-Fi",6.3,282.0
349756,tt0364376,TheGingerdeadMan,The Gingerdead Man,2005,"Comedy,Fantasy,Horror",8.7,2377.0
48399,tt0049263,TheGirlCantHelpIt,The Girl Can't Help It,1956,"Comedy,Music",7.2,31.0
418763,tt0435651,TheGiver,The Giver,2014,"Drama,Romance,Sci-Fi",7.4,19.0
46204,tt0047030,TheGlennMillerStory,The Glenn Miller Story,1954,"Biography,Drama,Music",4.0,21.0
67299,tt0068646,TheGodfather,The Godfather,1972,"Crime,Drama",5.8,6.0
79108,tt0080801,TheGodsMustBeCrazy,The Gods Must Be Crazy,1980,Comedy,6.6,217.0
15633,tt0015864,TheGoldRush,The Gold Rush,1925,"Adventure,Comedy,Drama",7.0,121.0
370141,tt0385752,TheGoldenCompass,The Golden Compass,2007,"Adventure,Family,Fantasy",6.9,17.0
267661,tt0279113,TheGoodGirl,The Good Girl,2002,"Drama,Romance",8.4,2420.0
1499864,tt1092633,TheGoodsLiveHardSellHard,"The Goods: Live Hard, Sell Hard",2009,Comedy,,
87298,tt0089218,TheGoonies,The Goonies,1985,"Adventure,Comedy,Family",5.3,322.0
60547,tt0061722,TheGraduate,The Graduate,1967,"Comedy,Drama,Romance",7.0,5.0
2752521,tt2278388,TheGrandBudapestHotel,The Grand Budapest Hotel,2014,"Adventure,Comedy,Crime",,
1980128,tt1462900,TheGrandmaster,Yi dai zong shi,2013,"Action,Biography,Drama",,
63135,tt0064391,TheGreatBankRobbery,The Great Bank Robbery,1969,"Comedy,Western",8.0,7.0
2823486,tt2358891,TheGreatBeauty,La grande bellezza,2013,Drama,,
31987,tt0032553,TheGreatDictator,The Great Dictator,1940,"Comedy,Drama,War",8.8,29.0
56048,tt0057115,TheGreatEscape,The Great Escape,1963,"Adventure,Drama,History",6.9,93.0
80728,tt0082474,TheGreatMuppetCaper,The Great Muppet Caper,1981,"Adventure,Comedy,Crime",3.6,117.0
58140,tt0059243,TheGreatRace,The Great Race,1965,"Action,Adventure,Comedy",2.5,282.0
61821,tt0063032,TheGreatSilence,Il grande silenzio,1968,Western,6.0,72.0
113894,tt0116448,TheGreatWhiteHype,The Great White Hype,1996,"Comedy,Sport",6.5,135.0
409011,tt0425661,TheGreatYokaiWar,Yôkai daisensô,2005,"Adventure,Family,Fantasy",6.9,14.0
27226,tt0027698,TheGreatZiegfeld,The Great Ziegfeld,1936,"Biography,Drama,Musical",5.9,7.0
58142,tt0059245,TheGreatestStoryEverTold,The Greatest Story Ever Told,1965,"Biography,Drama,History",6.8,326.0
61824,tt0063035,TheGreenBerets,The Green Berets,1968,"Drama,War",7.9,324831.0
986581,tt1003080,TheGreenElephant,Zelyonyy slonik,1999,"Horror,Thriller",,
117929,tt0120689,TheGreenMile,The Green Mile,1999,"Crime,Drama,Fantasy",5.4,5.0
63137,tt0064393,TheGreenSlime,The Green Slime,1968,"Drama,Horror,Sci-Fi",7.2,11.0
242179,tt0252480,TheGreyZone,The Grey Zone,2001,"Drama,History,War",7.2,16.0
97533,tt0099703,TheGrifters,The Grifters,1990,"Crime,Drama,Thriller",6.1,8.0
73073,tt0074597,TheGumballRally,The Gumball Rally,1976,Comedy,4.5,400.0
58147,tt0059250,TheHallelujahTrail,The Hallelujah Trail,1965,"Comedy,Western",5.4,910.0
426455,tt0443527,TheHamiltons,The Hamiltons,2006,"Drama,Horror,Thriller",6.7,97.0
1651091,tt1119646,TheHangover,The Hangover,2009,Comedy,,
324427,tt0338094,TheHauntedMansion,The Haunted Mansion,2003,"Comedy,Family,Fantasy",7.5,11.0
353977,tt0368774,TheHeartIsDeceitfulAboveAllThings,The Heart Is Deceitful Above All Things,2004,Drama,7.4,19.0
2863606,tt2404463,TheHeat,The Heat,2013,"Action,Comedy,Crime",,
304557,tt0317640,TheHebrewHammer,The Hebrew Hammer,2003,Comedy,7.5,63.0
1971542,tt1454029,TheHelp,The Help,2011,Drama,,
51924,tt0052888,TheHideousSunDemon,The Hideous Sun Demon,1958,"Horror,Sci-Fi",5.6,790.0
876061,tt0903624,TheHobbitAnUnexpectedJourney,The Hobbit: An Unexpected Journey,2012,"Adventure,Family",3.6,27.0
440447,tt0457939,TheHoliday,The Holiday,2006,"Comedy,Romance",8.4,7.0
116642,tt0119314,TheHorseWhisperer,The Horse Whisperer,1998,"Drama,Romance,Western",5.7,44.0
290117,tt0302640,TheHotChick,The Hot Chick,2002,"Comedy,Fantasy",8.6,128.0
826892,tt0852713,TheHouseBunny,The House Bunny,2008,"Comedy,Romance",9.4,5.0
107697,tt0110074,TheHudsuckerProxy,The Hudsucker Proxy,1994,"Comedy,Drama,Fantasy",6.1,149.0
58187,tt0059290,TheHumanDuplicators,The Human Duplicators,1965,Sci-Fi,6.1,9.0
1911663,tt1392170,TheHungerGames,The Hunger Games,2012,"Action,Adventure,Sci-Fi",,
2448900,tt1951264,TheHungerGamesCatchingFire,The Hunger Games: Catching Fire,2013,"Action,Adventure,Sci-Fi",,
860963,tt0887912,TheHurtLocker,The Hurt Locker,2008,"Drama,Thriller,War",8.0,402.0
53981,tt0054997,TheHustler,The Hustler,1961,"Drama,Sport",6.6,7.0
85571,tt0087451,TheIcePirates,The Ice Pirates,1984,"Action,Adventure,Comedy",8.3,45.0
2007174,tt1491044,TheIceman,The Iceman,2012,"Biography,Crime,Drama",,
149872,tt0154421,TheIdiots,Idioterne,1998,"Comedy,Drama",7.6,3340.0
79219,tt0080913,TheIdolmaker,The Idolmaker,1980,"Biography,Drama,Music",5.1,4509.0
2578166,tt2084970,TheImitationGame,The Imitation Game,2014,"Biography,Drama,Thriller",,
118035,tt0120823,TheImpostors,The Impostors,1998,Comedy,7.4,34.0
3151585,tt3097204,TheInbetweeners2,The Inbetweeners 2,2014,"Comedy,Family",,
766740,tt0790628,TheIncredibleBurtWonderstone,The Incredible Burt Wonderstone,2013,Comedy,7.1,8.0
775899,tt0800080,TheIncredibleHulk,The Incredible Hulk,2008,"Action,Adventure,Sci-Fi",7.7,6.0
74623,tt0076191,TheIncredibleMeltingMan,The Incredible Melting Man,1977,"Horror,Sci-Fi",7.9,8.0
57143,tt0058230,TheIncredibleMrLimpet,The Incredible Mr. Limpet,1964,"Animation,Comedy,Family",5.8,18.0
49652,tt0050539,TheIncredibleShrinkingMan,The Incredible Shrinking Man,1957,"Horror,Sci-Fi",5.4,380.0
75007,tt0076584,TheIngloriousBastards,Quel maledetto treno blindato,1978,"Action,Adventure,War",6.2,21.0
2106931,tt1594562,TheInnkeepers,The Innkeepers,2011,"Drama,Horror,Mystery",,
136379,tt0140352,TheInsider,The Insider,1999,"Biography,Drama,Thriller",5.9,12.0
933699,tt0963178,TheInternational,The International,2009,"Action,Crime,Drama",5.7,15.0
2713146,tt2234155,TheInternship,The Internship,2013,Comedy,,
58216,tt0059319,TheIpcressFile,The Ipcress File,1965,Thriller,8.0,2746.0
1009090,tt1007029,TheIronLady,The Iron Lady,2011,"Biography,Drama",,
116720,tt0119395,TheJackal,The Jackal,1997,"Action,Crime,Drama",7.6,45.0
351914,tt0366627,TheJacket,The Jacket,2005,"Drama,Fantasy,Mystery",6.6,41.0
840201,tt0866437,TheJaneAustenBookClub,The Jane Austen Book Club,2007,"Comedy,Drama,Romance",7.2,9.0
77721,tt0079367,TheJerk,The Jerk,1979,Comedy,8.3,31.0
83939,tt0085780,TheKeep,The Keep,1983,"Drama,Fantasy,Horror",5.6,30.0
74687,tt0076257,TheKentuckyFriedMovie,The Kentucky Fried Movie,1977,Comedy,6.7,24958.0
817344,tt0842926,TheKidsAreAllRight,The Kids Are All Right,2010,"Comedy,Drama,Romance",8.5,6.0
52003,tt0052969,TheKillerShrews,The Killer Shrews,1959,"Horror,Sci-Fi",7.6,56.0
48541,tt0049406,TheKilling,The Killing,1956,"Crime,Drama,Film-Noir",4.7,125.0
85672,tt0087553,TheKillingFields,The Killing Fields,1984,"Biography,Drama,History",6.5,332.0
2020011,tt1504320,TheKingsSpeech,The King's Speech,2010,"Biography,Drama,History",,
33216,tt0033804,TheLadyEve,The Lady Eve,1941,"Comedy,Romance",4.1,28.0
909619,tt0938283,TheLastAirbender,The Last Airbender,2010,"Action,Adventure,Family",8.0,23.0
100036,tt0102266,TheLastBoyScout,The Last Boy Scout,1991,"Action,Comedy,Crime",4.8,8.0
260881,tt0272020,TheLastCastle,The Last Castle,2001,"Action,Drama,Thriller",7.8,23.0
2085523,tt1572491,TheLastCircus,Balada triste de trompeta,2010,"Comedy,Drama,Horror",,
74722,tt0076294,TheLastDinosaur,The Last Dinosaur,1977,"Action,Adventure,Sci-Fi",6.5,257.0
1842573,tt1320244,TheLastExorcism,The Last Exorcism,2010,"Horror,Mystery,Thriller",,
444805,tt0462396,TheLastLegion,The Last Legion,2007,"Action,Adventure,War",8.4,45.0
744995,tt0768212,TheLastMimzy,The Last Mimzy,2007,"Drama,Family,Sci-Fi",7.3,6.0
66009,tt0067328,TheLastPictureShow,The Last Picture Show,1971,Drama,5.8,48.0
107925,tt0110308,TheLastSeduction,The Last Seduction,1994,"Crime,Drama,Romance",7.2,8.0
85714,tt0087597,TheLastStarfighter,The Last Starfighter,1984,"Action,Adventure,Sci-Fi",5.5,43.0
64676,tt0065969,TheLastValley,The Last Valley,1971,"Adventure,Drama,War",6.6,18.0
74727,tt0076299,TheLastWave,The Last Wave,1977,"Drama,Fantasy,Mystery",6.9,8141.0
44056,tt0044829,TheLavenderHillMob,The Lavender Hill Mob,1951,"Comedy,Crime",5.4,582.0
102428,tt0104692,TheLawnmowerMan,The Lawnmower Man,1992,"Horror,Sci-Fi",6.8,46.0
2050478,tt1535970,TheLedge,The Ledge,2011,"Drama,Romance,Thriller",,
160532,tt0165854,TheLimey,The Limey,1999,"Crime,Drama,Mystery",4.7,6.0
1717527,tt1189340,TheLincolnLawyer,The Lincoln Lawyer,2011,"Crime,Drama,Thriller",,
100081,tt0102313,TheLinguiniIncident,The Linguini Incident,1991,"Comedy,Crime",6.8,49.0
107983,tt0110366,TheLittleRascals,The Little Rascals,1994,"Comedy,Family,Romance",6.8,6.0
91410,tt0093428,TheLivingDaylights,The Living Daylights,1987,"Action,Adventure,Thriller",4.0,77.0
84021,tt0085863,TheLonelyLady,The Lonely Lady,1983,Drama,4.9,19.0
79375,tt0081070,TheLongGoodFriday,The Long Good Friday,1980,"Crime,Drama,Mystery",6.7,105.0
50954,tt0051878,TheLongHotSummer,"The Long, Hot Summer",1958,Drama,6.3,1388.0
114334,tt0116908,TheLongKissGoodnight,The Long Kiss Goodnight,1996,"Action,Crime,Drama",7.0,99.0
32158,tt0032728,TheLongVoyageHome,The Long Voyage Home,1940,"Drama,War",6.4,179.0
10250,tt0010386,TheLostBattalion,The Lost Battalion,1919,"Drama,War",6.6,24.0
37233,tt0037884,TheLostWeekend,The Lost Weekend,1945,"Drama,Film-Noir",5.0,178.0
116882,tt0119567,TheLostWorldJurassicPark,The Lost World: Jurassic Park,1997,"Action,Adventure,Sci-Fi",6.3,15.0
63342,tt0064603,TheLoveBug,The Love Bug,1968,"Comedy,Family,Sport",7.2,44.0
786673,tt0811138,TheLoveGuru,The Love Guru,2008,"Comedy,Romance,Sport",8.0,113.0
40531,tt0041230,TheLoveNest,La casa chica,1950,"Drama,Romance",7.4,875.0
1839036,tt1316536,TheLovedOnes,The Loved Ones,2009,"Horror,Thriller",,
1255360,tt1050160,TheMachineGirl,Kataude mashin gâru,2008,"Action,Comedy,Horror",,
347318,tt0361862,TheMachinist,The Machinist,2004,"Drama,Thriller",6.4,5.0
63361,tt0064622,TheMagicChristian,The Magic Christian,1969,Comedy,4.5,454.0
34413,tt0035015,TheMagnificentAmbersons,The Magnificent Ambersons,1942,"Drama,Romance",6.1,451.0
1587922,tt1107860,TheMaidenHeist,The Maiden Heist,2009,"Comedy,Crime",,
70354,tt0071798,TheMaids,The Maids,1975,"Drama,Romance",6.7,34.0
257970,tt0268995,TheMajestic,The Majestic,2001,"Drama,Romance",6.4,7.0
87605,tt0089538,TheMalibuBikiniShop,The Malibu Bikini Shop,1986,"Comedy,Romance",7.8,41.0
59517,tt0060661,TheManCalledFlintstone,The Man Called Flintstone,1966,"Action,Adventure,Animation",6.0,101.0
117756,tt0120483,TheManWhoKnewTooLittle,The Man Who Knew Too Little,1997,"Comedy,Crime,Drama",6.0,1526.0
55172,tt0056217,TheManWhoShotLibertyValance,The Man Who Shot Liberty Valance,1962,"Drama,Western",4.7,167.0
257433,tt0268437,TheManWhoSuedGod,The Man Who Sued God,2001,"Comedy,Drama,Romance",7.4,76.0
71856,tt0073341,TheManWhoWouldBeKing,The Man Who Would Be King,1975,"Adventure,History,War",5.4,2323.0
89499,tt0091472,TheManhattanProject,The Manhattan Project,1986,"Sci-Fi,Thriller",7.1,82.0
403425,tt0419946,TheMarine,The Marine,2006,"Action,Comedy,Drama",5.7,127.0
10308,tt0010446,TheMasterMystery,The Master Mystery,1918,"Action,Adventure,Mystery",6.0,15.0
129542,tt0133093,TheMatrix,The Matrix,1999,"Action,Sci-Fi",5.8,79.0
224681,tt0234215,TheMatrixReloaded,The Matrix Reloaded,2003,"Action,Sci-Fi",5.8,85.0
232833,tt0242653,TheMatrixRevolutions,The Matrix Revolutions,2003,"Action,Sci-Fi",7.6,75.0
408790,tt0425430,TheMessengers,The Messengers,2007,"Horror,Mystery,Thriller",2.6,164.0
105241,tt0107563,TheMeteorMan,The Meteor Man,1993,"Action,Comedy,Fantasy",7.9,21.0
226887,tt0236493,TheMexican,The Mexican,2001,"Adventure,Comedy,Crime",8.9,9.0
781227,tt0805570,TheMidnightMeatTrain,The Midnight Meat Train,2008,"Horror,Mystery",7.6,14.0
102602,tt0104868,TheMightyDucks,The Mighty Ducks,1992,"Comedy,Drama,Family",6.1,69.0
114479,tt0117057,TheMirrorHasTwoFaces,The Mirror Has Two Faces,1996,"Comedy,Drama,Romance",6.8,33.0
54162,tt0055184,TheMisfits,The Misfits,1961,"Drama,Romance,Western",7.3,11.0
64797,tt0066090,TheMollyMaguires,The Molly Maguires,1970,"Drama,History",7.9,406.0
89567,tt0091541,TheMoneyPit,The Money Pit,1986,Comedy,8.0,5.0
49827,tt0050720,TheMonolithMonsters,The Monolith Monsters,1957,"Drama,Horror,Sci-Fi",4.0,9.0
91537,tt0093560,TheMonsterSquad,The Monster Squad,1987,"Action,Comedy,Fantasy",8.4,535.0
2663787,tt2177771,TheMonumentsMen,The Monuments Men,2014,"Comedy,Drama,History",,
89583,tt0091557,TheMosquitoCoast,The Mosquito Coast,1986,"Adventure,Drama,Thriller",4.5,44.0
254496,tt0265349,TheMothmanProphecies,The Mothman Prophecies,2002,"Drama,Horror,Mystery",7.3,187.0
201014,tt0209163,TheMummyReturns,The Mummy Returns,2001,"Action,Adventure,Fantasy",6.7,2590.0
102674,tt0104940,TheMuppetChristmasCarol,The Muppet Christmas Carol,1992,"Comedy,Drama,Family",6.1,14.0
77934,tt0079588,TheMuppetMovie,The Muppet Movie,1979,"Adventure,Comedy,Family",6.1,934.0
1731986,tt1204342,TheMuppets,The Muppets,2011,"Adventure,Comedy,Family",,
85866,tt0087755,TheMuppetsTakeManhattan,The Muppets Take Manhattan,1984,"Adventure,Comedy,Drama",7.0,22.0
120915,tt0124014,TheMutilator,The Mutilator,1984,"Horror,Thriller",8.0,667.0
49370,tt0050251,TheMysterians,Chikyû Bôeigun,1957,"Action,Family,Sci-Fi",6.2,41.0
59590,tt0060736,TheNakedPrey,The Naked Prey,1965,"Adventure,Drama,Thriller",5.8,19.0
44175,tt0044953,TheNakedSpur,The Naked Spur,1953,"Thriller,Western",4.8,2621.0
416574,tt0433416,TheNamesake,The Namesake,2006,Drama,7.5,5050.0
470862,tt0489237,TheNannyDiaries,The Nanny Diaries,2007,"Comedy,Drama,Romance",7.6,17.0
739136,tt0762121,TheNativityStory,The Nativity Story,2006,"Drama,Family,History",7.9,17.0
85892,tt0087781,TheNatural,The Natural,1984,"Drama,Sport",6.0,14.0
95442,tt0097561,TheNeedle,Igla,1988,"Drama,Thriller",5.1,21.0
117993,tt0120768,TheNegotiator,The Negotiator,1998,"Action,Crime,Drama",7.2,60.0
231964,tt0241760,TheNewGuy,The New Guy,2002,Comedy,7.9,33.0
82910,tt0084719,TheNewYorkRipper,Lo squartatore di New York,1982,"Horror,Mystery,Thriller",6.6,21.0
1975541,tt1458175,TheNextThreeDays,The Next Three Days,2010,"Action,Crime,Drama",,
117085,tt0119784,TheNightFlier,The Night Flier,1997,"Fantasy,Horror,Mystery",3.8,23347.0
786531,tt0810988,TheNines,The Nines,2007,"Drama,Fantasy,Mystery",7.6,25.0
138628,tt0142688,TheNinthGate,The Ninth Gate,1999,"Mystery,Thriller",6.2,16.0
388677,tt0404802,TheNotoriousBettiePage,The Notorious Bettie Page,2005,"Biography,Drama",6.8,6.0
463212,tt0481369,TheNumber23,The Number 23,2007,"Crime,Mystery,Thriller",7.5,374.0
102765,tt0105034,TheNuttHouse,The Nutt House,1992,"Comedy,Drama,Fantasy",3.7,35.0
933250,tt0962711,TheObjective,The Objective,2008,"Horror,Sci-Fi,Thriller",8.1,486.0
79551,tt0081259,TheOctagon,The Octagon,1980,"Action,Drama,Romance",5.3,3111.0
117998,tt0120773,TheOddCoupleII,The Odd Couple II,1998,"Adventure,Comedy",6.2,169.0
195613,tt0203408,TheOmegaCode,The Omega Code,1999,"Action,Adventure,Fantasy",8.9,14.0
66202,tt0067525,TheOmegaMan,The Omega Man,1971,"Action,Drama,Sci-Fi",6.8,1072.0
377097,tt0392878,TheOnionMovie,The Onion Movie,2008,Comedy,6.0,25.0
59655,tt0060801,TheOscar,The Oscar,1966,Drama,5.3,53.0
449469,tt0467200,TheOtherBoleynGirl,The Other Boleyn Girl,2008,"Biography,Drama,History",7.5,13.0
1906248,tt1386588,TheOtherGuys,The Other Guys,2010,"Action,Comedy,Crime",,
120162,tt0123209,TheOtherSister,The Other Sister,1999,"Comedy,Drama,Romance",7.6,66.0
73493,tt0075029,TheOutlawJoseyWales,The Outlaw Josey Wales,1976,Western,5.1,203.0
35623,tt0036244,TheOxBowIncident,The Ox-Bow Incident,1942,"Drama,Western",6.4,2643.0
379789,tt0395699,ThePacifier,The Pacifier,2005,"Action,Comedy,Drama",7.4,5.0
43143,tt0043895,ThePaintedHills,The Painted Hills,1951,"Family,Western",6.2,2252.0
39990,tt0040679,ThePaleface,The Paleface,1948,"Comedy,Family,Western",5.6,108.0
34566,tt0035169,ThePalmBeachStory,The Palm Beach Story,1942,"Comedy,Romance",6.6,34.0
69095,tt0070509,ThePaperChase,The Paper Chase,1973,"Comedy,Drama",7.0,124.0
70520,tt0071970,TheParallaxView,The Parallax View,1974,"Drama,Thriller",7.8,30.0
271924,tt0283534,TheParoleOfficer,The Parole Officer,2001,"Comedy,Crime",7.6,7.0
41023,tt0041735,ThePassionateFriends,The Passionate Friends,1949,Drama,5.3,111.0
87853,tt0089789,ThePeanutButterSolution,The Peanut Butter Solution,1985,"Adventure,Comedy,Family",2.8,287.0
301532,tt0314498,ThePerfectScore,The Perfect Score,2004,"Comedy,Crime",8.2,5.0
172000,tt0177971,ThePerfectStorm,The Perfect Storm,2000,"Action,Adventure,Drama",9.1,20.0
800837,tt0825728,ThePet,The Pet,2006,"Drama,Thriller",7.1,44.0
26408,tt0026867,ThePhantomEmpire,The Phantom Empire,1935,"Action,Adventure,Music",6.3,63.0
54272,tt0055294,ThePhantomPlanet,The Phantom Planet,1961,"Action,Adventure,Sci-Fi",6.1,101.0
86018,tt0087910,ThePhiladelphiaExperiment,The Philadelphia Experiment,1984,"Adventure,Drama,Romance",5.9,27.0
32330,tt0032904,ThePhiladelphiaStory,The Philadelphia Story,1940,"Comedy,Romance",7.4,252.0
105490,tt0107822,ThePiano,The Piano,1993,"Drama,Music,Romance",6.7,129.0
244291,tt0254686,ThePianoTeacher,La pianiste,2001,Drama,7.3,18.0
14143,tt0014358,ThePilgrim,The Pilgrim,1923,Comedy,6.1,146.0
1311317,tt1059955,ThePixarStory,The Pixar Story,2007,Documentary,,
117202,tt0119905,ThePlayersClub,The Players Club,1998,"Comedy,Drama",6.4,28.0
67755,tt0069113,ThePoseidonAdventure,The Poseidon Adventure,1972,"Action,Adventure,Drama",8.4,31.0
414257,tt0431021,ThePossession,The Possession,2012,"Horror,Mystery,Thriller",9.2,20.0
1027625,tt1010271,ThePoughkeepsieTapes,The Poughkeepsie Tapes,2007,"Horror,Mystery,Thriller",,
60965,tt0062153,ThePresidentsAnalyst,The President's Analyst,1967,"Comedy,Sci-Fi,Thriller",4.4,259.0
93823,tt0095897,ThePresidio,The Presidio,1988,"Action,Crime,Mystery",7.5,11.0
464378,tt0482571,ThePrestige,The Prestige,2006,"Drama,Mystery,Sci-Fi",7.5,169.0
91749,tt0093779,ThePrincessBride,The Princess Bride,1987,"Adventure,Family,Fantasy",4.6,7.0
237571,tt0247638,ThePrincessDiaries,The Princess Diaries,2001,"Comedy,Family,Romance",5.9,29.0
60971,tt0062159,TheProjectedMan,The Projected Man,1966,"Horror,Sci-Fi",7.1,23.0
111718,tt0114194,TheProphecy,The Prophecy,1995,"Action,Crime,Drama",8.2,37.0
21936,tt0022286,ThePublicEnemy,The Public Enemy,1931,"Crime,Drama",6.4,46.0
108611,tt0111003,ThePuppetMasters,The Puppet Masters,1994,"Horror,Sci-Fi,Thriller",5.3,12.0
398567,tt0414951,TheQuiet,The Quiet,2005,"Crime,Drama,Thriller",6.7,27.0
87933,tt0089869,TheQuietEarth,The Quiet Earth,1985,"Drama,Mystery,Sci-Fi",5.1,13.0
44282,tt0045061,TheQuietMan,The Quiet Man,1952,"Comedy,Drama,Romance",6.0,23.0
140638,tt0144814,TheRageCarrie2,The Rage: Carrie 2,1999,"Horror,Sci-Fi,Thriller",6.8,99.0
351004,tt0365675,TheRedBaron,Der rote Baron,2008,"Action,Adventure,Biography",7.9,19.0
52249,tt0053228,TheRedCircle,Der rote Kreis,1960,"Crime,Thriller",6.3,207.0
118022,tt0120802,TheRedViolin,Le violon rouge,1998,"Drama,Music,Mystery",6.8,5.0
108563,tt0110955,TheRef,The Ref,1994,"Comedy,Crime,Drama",2.1,8.0
117296,tt0120004,TheRelic,The Relic,1997,"Horror,Mystery,Sci-Fi",8.2,89.0
117300,tt0120008,TheReplacementKillers,The Replacement Killers,1998,"Action,Crime,Thriller",6.9,26.0
184490,tt0191397,TheReplacements,The Replacements,2000,"Comedy,Sport",4.0,6.0
84349,tt0086197,TheRightStuff,The Right Stuff,1983,"Adventure,Biography,Drama",6.9,93.0
108605,tt0110997,TheRiverWild,The River Wild,1994,"Adventure,Crime,Thriller",5.3,25.0
31316,tt0031867,TheRoaringTwenties,The Roaring Twenties,1939,"Action,Crime,Drama",7.0,1266.0
45444,tt0046247,TheRobe,The Robe,1953,"Drama,History",5.8,16.0
1151583,tt1031969,TheRocker,The Rocker,2008,"Comedy,Music",,
100564,tt0102803,TheRocketeer,The Rocketeer,1991,"Action,Adventure,Family",7.2,192.0
72133,tt0073629,TheRockyHorrorPictureShow,The Rocky Horror Picture Show,1975,"Comedy,Musical",7.3,13.0
1790839,tt1265990,TheRoommate,The Roommate,2011,"Drama,Thriller",,
254793,tt0265666,TheRoyalTenenbaums,The Royal Tenenbaums,2001,"Comedy,Drama",6.2,70.0
934294,tt0963794,TheRuins,The Ruins,2008,Horror,8.7,39.0
67833,tt0069198,TheRulingClass,The Ruling Class,1972,"Comedy,Drama,Musical",7.2,630.0
314454,tt0327850,TheRundown,The Rundown,2003,"Action,Adventure,Comedy",8.4,23.0
98333,tt0100530,TheRussiaHouse,The Russia House,1990,"Drama,Romance,Thriller",6.0,59.0
59772,tt0060921,TheRussiansAreComingTheRussiansAreComing,The Russians Are Coming the Russians Are Coming,1966,"Comedy,War",6.1,626.0
2844662,tt2383068,TheSacrament,The Sacrament,2013,"Horror,Thriller",,
59785,tt0060934,TheSandPebbles,The Sand Pebbles,1966,"Adventure,Drama,Romance",7.4,322.0
105701,tt0108037,TheSandlot,The Sandlot,1993,"Comedy,Drama,Family",8.2,25.0
108677,tt0111070,TheSantaClause,The Santa Clause,1994,"Comedy,Drama,Family",6.4,776.0
2183345,tt1673697,TheSapphires,The Sapphires,2012,"Biography,Comedy,Drama",,
58530,tt0059643,TheSaragossaManuscript,Rekopis znaleziony w Saragossie,1965,"Comedy,Drama,Fantasy",3.8,604.0
836518,tt0862677,TheSchoolgirlsDiary,Han nyeohaksaengeui ilgi,2007,"Comedy,Drama",7.9,47.0
265906,tt0277296,TheScorpionKing,The Scorpion King,2002,"Action,Adventure,Fantasy",7.1,44.0
51225,tt0052169,TheScreamingSkull,The Screaming Skull,1958,"Horror,Thriller",7.8,1105.0
2856808,tt2396721,TheScribbler,The Scribbler,2014,"Mystery,Sci-Fi,Thriller",,
48860,tt0049730,TheSearchers,The Searchers,1956,"Adventure,Drama,Western",6.9,93.0
759207,tt0782867,TheSecrets,Ha-Sodot,2007,"Drama,Romance",6.7,6.0
47747,tt0048605,TheSevenYearItch,The Seven Year Itch,1955,"Comedy,Romance",7.0,108.0
50076,tt0050976,TheSeventhSeal,Det sjunde inseglet,1957,"Drama,Fantasy",7.0,444.0
108768,tt0111161,TheShawshankRedemption,The Shawshank Redemption,1994,Drama,5.1,36.0
50058,tt0050957,TheSheCreature,The She-Creature,1956,"Fantasy,Horror,Romance",6.6,58.0
79786,tt0081505,TheShining,The Shining,1980,"Drama,Horror",6.9,208.0
61068,tt0062262,TheShooting,The Shooting,1966,Western,5.1,37.0
73673,tt0075213,TheShootist,The Shootist,1976,"Drama,Romance,Western",3.7,350.0
69279,tt0070696,TheSinfulDwarf,Dværgen,1973,"Adult,Crime,Horror",4.7,120.0
59832,tt0060983,TheSingingNun,The Singing Nun,1966,"Biography,Drama,Family",6.3,232.0
1251058,tt1049412,TheSingularityIsNear,The Singularity Is Near,2010,"Documentary,Drama,Sci-Fi",,
54425,tt0055452,TheSinisterUrge,The Sinister Urge,1960,"Crime,Drama,Thriller",6.7,243.0
381155,tt0397101,TheSkeletonKey,The Skeleton Key,2005,"Drama,Horror,Mystery",6.0,5.0
185632,tt0192614,TheSkulls,The Skulls,2000,"Action,Crime,Drama",7.2,8.0
56436,tt0057507,TheSkydivers,The Skydivers,1963,"Drama,Sport",7.3,405.0
1665944,tt1135525,TheSlamminSalmon,The Slammin' Salmon,2009,Comedy,,
21729,tt0022074,TheSmilingLieutenant,The Smiling Lieutenant,1931,"Comedy,Musical,Romance",7.3,261.0
454331,tt0472181,TheSmurfs,The Smurfs,2011,"Adventure,Animation,Comedy",9.3,7.0
2512394,tt2017020,TheSmurfs2,The Smurfs 2,2013,"Adventure,Animation,Comedy",,
40113,tt0040806,TheSnakePit,The Snake Pit,1948,"Drama,Mystery",4.4,41.0
1808968,tt1285016,TheSocialNetwork,The Social Network,2010,"Biography,Drama",,
51279,tt0052227,TheSpaceChildren,The Space Children,1958,Sci-Fi,6.1,79.0
117461,tt0120176,TheSpanishPrisoner,The Spanish Prisoner,1997,"Drama,Mystery,Thriller",6.4,26719.0
2222483,tt1714206,TheSpectacularNow,The Spectacular Now,2013,"Comedy,Drama,Romance",,
806715,tt0831887,TheSpirit,The Spirit,2008,"Action,Adventure,Crime",7.2,11.0
1798122,tt1273678,TheSpyNextDoor,The Spy Next Door,2010,"Action,Comedy,Family",,
